Unnamed: 0	drugName	condition	review	rating	date	usefulCount
145726	Qsymia	Weight Loss	"""I have been on Qsymia for 2 weeks and my weight is exactly the same. I am a 50 yr old woman in menopause.  I have also been on a high protein diet and walking 10,000 steps a day.  I don&#039;t know if I should spend the money for the next step or not since I have seen no results thus far.  The only difference I can tell is that soda tastes flat."""	1.0	May 11, 2015	24
36990	Librium	Alcohol Withdrawal	"""I have been a heavy drinker for many year, substituting Vodka for lunch and dinner. After I found I could barely write due to shakiness, I went to my doctor.  He prescribed Naltrexone, Camprial, and Librium.  It has worked wonders!  So far, no urge to drink, no side effects, and sleeping better than I have in years.  (I must admit that I am somewhat tired, but so what!)  The fog is slowly beginning to lift and I am feeling joy once again.  If I can do it, anyone can!  This is a life saver."""	10.0	June 25, 2016	79
57600	Acetaminophen / hydrocodone	Back Pain	"""I have a disease called neurofibromatosis or NF for short, with this disease it allows non cancerous tumors to grow all throughout my body, and I have several in my back and spine. A side effect of this disease is back pain, I have back pain from when I wake up to when I go to bed, and I&#039;m only 16, I&#039;ve tried PT and it didn&#039;t work. Finally I found hydrocodone/acetaminophen and I take two 5/325 and it gets rid of my back pain. I only take it when my back really hurts, as I don&#039;t want to become dependent on the medicine."""	10.0	June 27, 2016	20
148497	Mirena	Abnormal Uterine Bleeding	"""I&#039;ve had the mirena in for 4 months. The first month I bled for about 2 weeks, but my doctor warned me about bleeding/spotting so I didn&#039;t think anything about it. Next month, bled for about 10 days,(normal cycle is 5 days) and the 3rd month, I bled for the entire month and 2 weeks into the next month. I went to the bathroom to urinate. I go to wipe myself and the mirena comes completely out. It was wrapped in huge blood clots, and I had an alarming amount of blood come out. I&#039;m beyond frustrated.  Bleeding for 6 weeks has not been fun at all, and now it comes out """	3.0	April 11, 2017	8
37628	Vyvanse	ADHD	"""I am a 19 year old college student and just got prescribed Vyvanse about 2 days ago. When I take it I mainly feel relaxed and sometimes excited. I&#039;ve never been on any stimulant or ADD medication before. My main concern is losing weight on this medicine. I&#039;m about 5&#039;9&quot; and weigh about 135lbs. I eat a lot and I&#039;m still fairly skinny. I&#039;ve always worried about my weight and the last thing I want is to get skinnier."""	9.0	January 12, 2010	6
58296	Conjugated estrogens	Oophorectomy	"""I have been taking Premarin for (the better part of) 25 years. Due to insurance changes through this time I&#039;ve been directed to use other estrogens. I will emphatically state that there is NO substitute for premarin. The others gave me breakthrough hot flashes and PMS.  With all of the plumming gone, these were not acceptable being 32 years old. 

Premarin every day has kept me at an steady keel with no wavering in mood or temprament."""	10.0	December 31, 2008	91
206527	Valsartan	High Blood Pressure	"""Shortly after beginning Diovan, I started coughing, and it just never stopped. Little by little, it increased to the point, that I just couldn&#039;t take it anymore. I still have a lingering cough, but not as bad as when I stopped. I am hoping it will stop completely with time. I wish I had known it was a common side affect before I started using it. Now I am afraid to take a different med for high blood pressure, until I research it thoroughly."""	1.0	May 26, 2017	18
213001	Tizanidine	Muscle Spasm	"""Zanaflex considerably reduced my back pain, headaches, muscle spasms, mandibular stress-related spasms and overall pain associated with spasticity due to neuromuscular condition. I take 2mg as I am small framed and thin person. I take it at bedtime to offset the 2 hour tiredness effect following ingestion. It works well for me."""	9.0	August 21, 2010	50
120924	Venlafaxine	Generalized Anxiety Disorde	"""My doctor had me try several different meds for my panic disorder and depression and nothing worked except lexapro but I hated being on it because it ruined my sex life, gave me IBS, made me fat, and made me feel zombie like and the worst part is that the positive effects of the medicine would wear off within a few months and just leave me with all the bad side effects. I was finally about to give up on all medicine and just crawl under a rock for good when she said that there was a new version of Effexor that was extended release and getting good feedback. On just 75 mg a day, my life and turned around 360 degrees. No more bad anxiety and when I get an attack it&rsquo;s much more manageable. My orgasms have returned, losing weight, feel amazing!"""	10.0	November 12, 2017	6
53903	Macrodantin	Prevention of Bladder infection	"""Macrodantin was prescribed to me to prevent UTI . I only have to take one when needed. During one month I got four fever attacks with chills, headaches and muscle cramps. Very much like flu symptoms . It goes on for 2 days then I am fine again.  Eventually I realised that it might be this medication since I took one on a Friday evening and the next day when I woke up I got this horrible symptoms again  I read about the side effects and realised that this might be the cause."""	7.0	October 8, 2017	1
212972	Tizanidine	Muscle Spasm	"""I have had very positive results with this medicine. I have MS and this help reduce problems."""	9.0	January 27, 2013	78
223631	Omalizumab	Urticaria	"""I had 1 injection less than a month ago and recently started having the following symptoms:

intense fatigue
herpes outbreak
painful joints in hands and knees
neck pain
cough
sore throat
depression"""	1.0	August 4, 2017	6
29081	Topiramate	ibromyalgia	"""I took this for my  chronic central pain state and it was a very effective pain killer as long as Tapentodol not taken simultaneously, then skin itch develops at low dose of EXTENDED RELEASE (capsule) 100mg nocte and 50mg morning. The itch was severe by time dose increased to 200mg am and nocte but no,other side effects except possible responsible for my delayed circadian Rythm disorder. Waking constantly before 4am sleeping 4-11am so very inconvenient, but others side effect free and a good pain killer.  Remember to check if you have been prescribed the normal tablets or extended release capsules and that pharmacy has given you the correct kind."""	8.0	July 18, 2017	4
64406	Sertraline	Obsessive Compulsive Disorde	"""30/F. I developed severe anxiety due to obsessive &quot;bang your head against a wall to make it stop&quot; intrusive thoughts at age 7. I &quot;grew out&quot; of it as I got older, but it hit back in full swing at 18. After years of walking around with a constant stomachache and having obsessive thought-induced panic attacks (all while living a &quot;normal&quot; life) I finally went to see a doctor. I started out at 50mg and later bumped up to 100. First few days felt like I had mild morning sickness and brain fog, but faded quickly. The only real lasting symptom is restless legs/sleeplessness at night, and I&#039;d rather be awake and restless than awake and hysterical. I do think about/initiate sex less, but have found that (for me) getting started anyway does the trick."""	9.0	August 26, 2016	30
61872	Citalopram	Anxiety and Stress	"""I think it doesn&#039;t  work that well.  Also it didn&#039;t help my temper &amp; I still have OCD issues ."""	4.0	October 17, 2015	15
6488	Ocella	Birth Control	"""Ocella is a good birth control medication. For the four months I&#039;ve been taking it, my only complaint is the multiple periods of breakthrough bleeding, bloating and nausea. I&#039;m sure weight gain would be on my complaint list but you just have to maintain a really good diet and exercise whenever you can. But it&#039;s great."""	8.0	May 31, 2009	5
51249	Azithromycin	Bronchitis	"""z packs never get rid of the problem. I start to feel better and when the pills are done issue comes back full force an I end up feeling even worse. I don&#039;t have this issue with any other antibiotic. I have asked not to be prescribed it anymore."""	1.0	March 3, 2016	11
95596	MS Contin	Chronic Pain	"""This medication gave me my life back! I&#039;m 20, been dealing with chronic testicular and pelvic pain from a sports injury (I tore a muscle in my pelvis which radiates pain to the scrotum). I can&#039;t begin to describe how wonderful MS Contin works for my pain. I was on OxyContin 30 mg twice a day and it provided no relief. It was also outrageously expensive. My pain doctor switched me to MS Contin 30 mg twice a day and it&#039;s been a Godsend and a lifesaver! It brings my pain down from an 8/10 to a 4/10 and lower! I can now function throughout the day, work, go out places, and spend time with friends. It&#039;s affordable, no side effects, and it even gives me a lift!"""	10.0	June 16, 2015	67
158732	Methylphenidate		"""I&#039;m now 23 years old. I have been taking Metadate for 7 years. I love everything about it. I have tried others but they all had side effects. I&#039;m on 60mg which is perfect for me. With this pill I can be myself. I can read and understand what I just read. I can listen to one person and control my thoughts. I don&#039;t get distracted like before. This has change my life. I wish I had it earlier in school. I had a very hard time. So to parents who are stressed give it time and try to understand your child. They learn differently, understand differently. They can&#039;t help it. I couldn&#039;t."""	10.0	June 25, 2010	16
94416	Acetaminophen / tramadol	Pain	"""I have taken Ultracet for 10 years for pain. I have had surgery on both knees and I was in a bad car wreck that damaged the nerves in my neck. Ultracet takes the edge off the pain and makes it easier to cope with. Thanks to Ultracet I have led a relatively normal life. Without it I hurt so much that I don&#039;t want to do anything. I take four a day now and ten years ago I started with one. I take up to four a day based upon my activity level for the day."""	10.0	March 8, 2011	86
223251	Estradiol	Postmenopausal Symptoms	"""Unfortunately, it doesn&#039;t work for me. I experienced some chest pain and heaviness within the first day of taking."""	1.0	May 20, 2009	27
105208	Carbamazepine	Trigeminal Neuralgia	"""Diagnosed after an auto accident and air bags smashed me in the face and broke my glasses.  Pain of the trigeminal neuralgia was 3 to 5 minutes each time it hit and was as everyone on here describes , indescribable. 
This drug worked but I continually had to keep increasing the dose from 200mg to 600mg and on occasion 800 to 900 on bad days. 
Have found great success with this drug combined with an acupuncture regimen, this combo has stopped the continued progression/escalation of pain and has me living on about 600 mg daily sometimes as low as 400mg. The reduction has helped with drowsiness and I am not quite as scared regarding the continual progression/elevation of pain and meds. Just hope it lasts,  every bit of reprieve you can get counts for a lot. GOOD LUCK ALL"""	6.0	April 26, 2017	16
137296	Isotretinoin	Acne	"""I used isotretinoin for 6 months. Started on a lower dose until I was on 60mg per day. It is the best medication I have ever used and did exactly what my dermatologist promised, after about 4 months my skin started to clear properly and by the time I finished the 6 month course it was glowing. I felt so much better and was able to wear lovely makeup. 
The good: clear healthy skin, 
The negative: slightly dry lips, strictly no alcohol whilst on this medication. 
Well worth every day! Don&#039;t be put off by other negative reviews. It will worry you but you are your own self and every body is different."""	10.0	December 17, 2011	1
197508	Paroxetine	Panic Disorde	"""This treatment isn&#039;t for everyone. It gave me hallucinations and headaches."""	1.0	June 3, 2009	7
25388	Golimumab	Rheumatoid Arthritis	"""After my wife was taking Simponi for about a year under the direction of  her arthritis doctor, she came down with a rare neurological condition called CIDP (chronic inflamatory dimylating polyneurothapy) where she became almost totally paralized .   I think that the drug Simponi is very dangerous to take and she still can&#039;t walk after 2 years after stopping the drug.  She has to take infusions of IVIG  gamma globulin every third week to rebuild her nerves after the erosion of the myelin of the nerves took place.  This is a very serious side effect that no one has addressed.  I am sure that others have had this side effect hit them from taking Simponi.  We have spent over $200,000 in medical expenses toward my wife&#039;s recovery and will take at lease 1 to 2 more years for her to recover."""	2.0	July 7, 2016	45
171257	Levitra	Erectile Dysfunction	"""Levitra, 10 mg, produces consistent erections with the effects lasting 8 hours. It is important to take the pill with a full glass of water on an empty stomach to allow the drug to enter the small intestine. Wait 45 minutes after taking the pill and then drink something sweet, juice or a small glass of wine. This sends sugar into your intestine, which promotes absorption of the drug into your bloodstream. Within one hour after taking the pill you should be ready for sex, with a consistent and lasting erection. My age is 67 and Levitra has vastly improved my sex life and confidence in initiating sex. Levitra is expensive, but the 20 mg pill costs the same as the 10 mg pill, so best value is to buy the 20 mg pill and split it."""	10.0	July 12, 2017	22
69835	Chlorpheniramine / hydrocodone	Cough	"""Cleared my cough and allowed me to rest. This liquid must be taken exactly as prescribed. I experienced a slight feeling of lethargy the next day. Given that as the side effect, I would take this again for any of my severe coughing spells."""	9.0	June 29, 2008	10
66108	Propranolol	Benign Essential Trem	"""Propranolol is a miracle for me. Not only does it stop my tremor, which had made writing almost impossible, but it also is the medicine of choice for my Premature Atrial Contraction which caused heart palpitations. I&#039;m only on 80 mg, but it&#039;s enough to allow me to do my work and write neat enough to be read. My dad who is 75 is on a higher dose and his tremor is quite noticeable even with the medicine. I&#039;m not looking forward to getting older with this tremor."""	10.0	February 9, 2012	73
74410	Ethinyl estradiol / norethindrone	Birth Control	"""Hi Judy ....do you think I should accept this ....

I was on this pill to help with ovarian cysts and heavy periods. I&#039;d give it a 10 out of 10 for helping with those!!! However, I took it EVERY DAY at the SAME TIME for the last three years and am 7 months pregnant. I don&#039;t trust it as a birth control at ALL!"""	1.0	June 4, 2010	4
148146	Norethindrone	Birth Control	"""I am twenty-two years old and I started taking the pill on the last day of my period (May 12th). I bleed six to nine days later (May 18th - May 21st, can&#039;t remember exactly). I also bleed nine days after that (May 30th), twenty three days after that (June 22nd), and today is twelve days since then (July 4th). Every time it was heavy bleeding and has seemed like a period. There has been severe cramping as usual and I feel awful and it&#039;s worse because it&#039;s happening so much more than before! Each time I have bleed has lasted two to seven days. This pill is frustrating because I cannot tell what is my period and what is the in-between bleeding!! It seems to have worsened my depression, too.."""	4.0	July 4, 2015	7
162726	Cefdinir	Otitis Media	"""I was prescribed Cefdinir for strep and after two doses had a severe headache, nausea, diarrhea and after 24 hours broke out is very painful hives on neck and chest - now I&#039;m taking benadryl and a topical - Clobetasol Propionate for the rash and a different antibiotic for the strep.  After reading all the side effects people get from this drug I do not recommend it."""	1.0	June 16, 2017	4
48395	Methadone Diskets	Pain	"""I was tried on numerous medications for my chronic pain. When I took my first dose of methadone, I was &quot;nearly&quot; pain free for half the day and the dose doesn&#039;t need to be increased as often as it did on other drugs such as Oxycontin. For break through pain I only need an anti-inflammatory or another mild narcotic such as Percocet, and only rarely.
I think this is a great drug for pain!"""	10.0	May 16, 2008	117
117514	Nortriptyline	Pain	"""I was given  nortriptyline by a pain doctor 7 years ago. It did help somewhat with the pain.
However the side effects have been giving me problems ever since. I have problems concentrating but worse than that I daydream constantly.  I can&#039;t shut it off. It lasts for hours. 
It is like it turned on a daydreaming switch in my brain and I can&#039;t shut it off. I went off of it expecting it to stop. It never has. It gets more unmanageable. I do not know what to do."""	3.0	February 24, 2016	63
59318	Zyrtec	Allergic Rhinitis	"""LOVE Zyrtec D...HATE HATE HATE THE PACKAGING....why can&#039;t you put it in a bottle instead of having to open ALL these tiny blister packs!!! This packaging is AWFUL!!"""	10.0	June 18, 2016	10
116272	Adalimumab	Ulcerative Colitis	"""Been on Humira for 6 months, had 14 injections. It hasn&#039;t helped my UC symptoms at all. The injections burned really bad for several hours. Then the skin around the injection site  become red, raised, and very warm to the touch. The patch became bigger and bigger after each injection.   I have been more tired than I&#039;ve ever been before, and barely have any energy to do anything but go to work.  Over the few months, I&#039;ve had a few incidents of cold-like symptoms; fever, sweating, chills, that lasted sometimes more than two days.

As for my UC symptoms, there&#039;s been no change, and they possibly even got worse. On a typical day, I have 10-15 bathroom trips. On a bad day, 20 ."""	1.0	October 17, 2015	29
93918	Trintellix	Major Depressive Disorde	"""I was diagnosed with major depression after years of dealing with terrible Rheumatoid arthritis that has limited my mobility. My doctor prescribed me 3 different antidepressants and after Cymbalta gave me head zaps and my anxiety was causing panic attacks he switched me to Trintellix. I started on the 5 mg while I was weaning off 60 mgs of Cymbalta. The nausea was so bad. I would like to think I have a pretty strong stomach but this med made me sick like when I was pregnant. I stuck with it and 3 weeks in at 10 mgs I feel fantastic! I&#039;m so glad I stuck with it!! I&#039;m laughing again and my motivation is incredible! It was so worth it! If you&#039;re debating it stick with it through the nausea to see if it works for you. Im truly thankful!!"""	10.0	May 19, 2017	56
216718	Ciclesonide	Asthma	"""Did NOT work for me.  Used it for 30 days.  I was hoarse the whole time, and during the 25-30th day had developed thrush (which I got rid of by using salt water gargles).  I&#039;ve had asthma reaction to the historic pollen levels in Atlanta (2010) all through the pollen season (March through to the end of May)."""	2.0	May 29, 2010	10
128270	Phentermine	Weight Loss	"""Last year I started taking phentermine 37.5 mg and lost about 15 pounds, but when I stopped I gained it all back. So I went back on it December 1 and started Weight Watchers at the same time. Eight weeks later I have lost 21 pounds. And my cholesterol has dropped 30 points already from 189 to 159. The key this time around is the WW. You&#039;re wasting your money on the Phen if you don&#039;t follow some sort of diet program and learn to change your eating habits for life. My downfall last year was thinking I could eat anything I wanted and not gain weight, and that&#039;s why you gain when you stop taking the pills. I am 59 years old and can&#039;t do that anymore."""	7.0	January 23, 2016	33
156127	Cialis	Erectile Dysfunction	"""I&#039;m a healthy 44-year old with no major physiological conditions, but have been under tremendous stress for more than a year. This made getting and maintaining an erection difficult, because I was worried about whether I could perform, even though my wife and I have always had a great sex life for nearly 20 years.

My doctor wrote a script for the 5mg daily dose at my request and all I can say is &quot;wow&quot;! My only qualifier is I seem to be having more frequent heartburn, but that could simply be a flare up of an existing condition due to my holiday season diet of fattier foods. Enzyme supplements, acidophilus supplements and yogurt are my standard regimen to treat this, and I may cut my dose to alternating days to see if there&#039;s any change."""	10.0	December 21, 2011	22
161705	Remeron	Anxiety	"""It is the only medicine that helps me sleep on time and for 7 to 8 hours."""	9.0	May 3, 2011	53
183758	Cymbalta	Depression	"""I should have been on something a long time ago.  I love Cymbalta."""	10.0	October 13, 2008	44
29421	Topiramate	Bipolar Disorde	"""I was afraid to take this medication I went online and looked it up and read so many bad things about it hair loss memory loss etc ... I am so glad I went ahead and gave it a try for myself I think it&#039;s a miracle drug ! It&#039;s helped stabilize my mood, taken away my migraines and even helped me lose a few pounds !!! I haven&#039;t had any negative side effects at all from it ! I know it&#039;s effects everyone differently and for me personally it&#039;s been great I love it!"""	10.0	August 20, 2015	67
30879	Miconazole	Vaginal Yeast Infection	"""The only thing giving me the least bit of comfort (while it feels as if Daenarys Targaryean (Game of Thrones...) has released her three fiery dragons to savage my lady parts) is reading through everyone else&#039;s horrible experiences- and laughing. 
DOWN WITH MICONAZALE. 

PS this is so awful if you haven&#039;t used it yet go destroy it &amp; if you have and your in my boat- best of luck."""	1.0	May 14, 2017	6
96580	Neurontin	ibromyalgia	"""I seem to get all of the side effects from medicines. In taking the smallest dose it seemed to help at first then I began to experience extreme dizzy spells caused by the Neurontin. I am now off and beginning a trial period of Cymbalta while I wait to see Rheumatology for more answers. Good Luck To All."""	3.0	June 15, 2011	25
113367	Bisacodyl	Constipation	"""I use a pill form it said to take 3 for my age. I did so, did around at 7 pm. It did not work until the next day at 8 am I woke up feeling like I have to poop but I actually vomited everything I ate the night before I got the shakes n fainted for a few seconds. Now its later I. The day n I&#039;m doing diarrhea but now there blood I assume...still feel constipated"""	3.0	March 10, 2015	16
170549	Quetiapine	Insomnia	"""This medication works fairly well for insomnia and hallucinations. If you are experiencing night terrors or nightmares since taking this medication, I would suggest supplementing with Glycine on top of it. I take about 3000mgs of Glycine 2 to 3 times a day. Works well."""	7.0	April 13, 2015	16
40980	Acetaminophen / oxycodone	Chronic Pain	"""Roxicet are not effective especially after taking them for a while no matter how many you take.A waste of your money if you are buying them."""	1.0	December 13, 2016	7
149274	Mirena	Birth Control	"""This is the second Mirena that I have had put in and I love it. The insertion was very painful and I had some cramping for few days, then nothing. I have not had a period in 7yrs, no break through bleeding/cramping/spotting. I also have not noticed any significant weight gain like some people do with certain birth controls. Removing the first one after 5yrs was also a piece of cake not nearly as painful as putting it in!! I love it!! Probably will put another one in(which would make 3) if I still need it by then I&#039;m 43 not sure what the rules are about age and the the max amount of yrs you can have this."""	10.0	March 24, 2015	13
12682	Etanercept	Rheumatoid Arthritis	"""took Enbrel  for 3 years and it took the joint pain away but did not take swelling bags away in wrist, switched to orencia and joint pain came back so once again went back to Enbrel with no joint pain but will have to live with the swelling in wrist, also a big difference in needle pain with Enbrel verses orencia, the orencia needle was nice and sharp with no pain, the Enbrel  needles seem to be dull and needs to be sharper like the orencia  needles, but at least there&#039;s no longer any joint pain, thankful for that."""	8.0	October 19, 2013	45
210565	Maxzide	Edema	"""I used to take just hydrochlorothiazide alone, and Maxzide is night and day difference... I take it for first time, and 2 hours later, I lost possibly 5 - 6 pounds of water... I can see my abs again. WOW!

I suffer from fluid retension from uncontrolled Hashimoto&#039;s."""	10.0	December 17, 2014	40
49392	Ethinyl estradiol / levonorgestrel	Birth Control	"""I&#039;ve been on this now for a little over a year. At first the birth control worked great for me! I would only have about four day periods and I barely ever had cramps. But starting about three or four months ago, everytime I&#039;m not supposed to be on my period I will start on my first or second week of the pills and will be on it until my month of pills are gone. I&#039;m not sure if it&#039;s my bodies way of saying it doesn&#039;t like this pill anymore or what.. has this happened to anyone else? I&#039;m going to my gyno soon and I want to either switch my BC or get completely off it."""	2.0	January 8, 2016	8
56292	Humira	Psoriasis	"""Was on Enbrel a few years back, then the plaque came back, my dr put me on humira, it cleared 20% so far.  two months plus, will give it more time :-("""	5.0	November 20, 2015	7
2653	Plaquenil	Rheumatoid Arthritis	"""Ineffective with my advanced disease.  Tried it because I&#039;ve run out of options."""	4.0	May 11, 2011	80
170172	Quetiapine	Bipolar Disorde	"""I&#039;ve been on this for about 8 months so far. I take 300mg at bed time. It helps with sleep, but I do feel a bit tired during the day. This has really reduced my mania. I used to argue with people until I was literally foaming at the mouth, but now I lose interest in arguments within 5 or 10 minutes. Twitter and news used to upset me and I&#039;d get ampted up about stories, but that&#039;s gone away mostly. Now I can react to things that used to make me furious with a laugh or just a short discussion with someone. Seroquel&#039;s not perfect, but the weirdness and intensity I used to experience has gone. It also helps greatly with my IBSd. I haven&#039;t had any weight gain, but my diet is low-fat and limited. Seroquel is MUCH better than TCAs btw. Good luck!"""	8.0	January 8, 2017	29
47463	Tapentadol	Pain	"""Seratonin SYNDROME!!! I 
I take an antidepressant Cymbalta 60 mg, Trazodone 50 mg, gabapentin up to 900mg because I have CRPS and literally cannot walk due to a surfing accident that almost paralyzed me 10 years ago.
DO NOT TAKE THIS MED IF YOU&#039;RE ON  any kind of antidepressant!!! It will cause  you to start shaking your heart pounds you&#039;re dizzy sick and you could actually die from this! This med does nothing for my PAIN!  If you do take it with an antidepressant make sure you have a Narcan kit !!
God bless us who depend on these doctors!!"""	1.0	July 1, 2017	16
52256	Adipex-P	Weight Loss	"""This did not work at all for me.  I had no side effects and but didn&#039;t lose any weight."""	2.0	June 26, 2009	23
210776	Mirtazapine	Insomnia	"""It does not work for me for insomnia."""	2.0	August 29, 2016	8
179278	Olanzapine	Bipolar Disorde	"""This drug caused me a lot of problems.  At first it made my mania go away, but after a month on it I developed very stiff muscles. I was given cogentin but that didn&#039;t help, and after two months I became very spaced out and my family said I was saying some weird stuff but I couldn&#039;t remember.  My pdoc finally took me off zyprexa after 4 months when I showed her how stiff my muscles had become ( walking a block was a chore) and told her my leg would start twitching by itself. Overall horrible experience."""	2.0	September 27, 2015	26
148992	Mirena	Birth Control	"""I decided to get this because I get irregular menstrual cycles that go from no period to Red Wedding (Game of Throne Fans will get this) like cycles. Some days I would have to call out of work. Anyway...all the doctors gave a good hype about this Minerva. I have a high tolerance for pain and had a child - the insertion hurt!!! I&#039;ve had this evil thing in me since June (almost 4 months) and the bleeding won&#039;t stop. I&#039;m buying pads by the bulk, and went to my dermatologist due to acne! They make it seem as if &quot;spotting &quot; is ok but after two months of constant spotting you begin to wonder- &quot;why did I get this&quot;.  I also still get my periods and they last even longer! My moods go from 0-100 like the speed of LIGHT. I&#039;M HAVING IT REMOVED ASAP"""	1.0	September 27, 2015	15
190060	Stadol	Pain	"""For migraine pain = BEST = obliterates an attack.
Side effects = Severe = dizzy and sedated, tolerance develops rapidly with any repetitious use. I take Stadol to abort only the most severe migraine attacks, about 10 doses per year. 

I can take it, but only if I have absolutely NO responsibilities for the 4 following hours.  Stadol has helped me avoid a trip to the ER numerous times. It&#039;s one of those &quot;break glass in case of emergency&quot; type medicines, for me.  It works EXTREMELY fast, starting in less than 2 minutes."""	8.0	December 24, 2014	38
65269	Tylenol 8 Hour	Pain	"""I only have to use 2 Tylenol 8 pills every morning to keep my Arthritic back pain in check."""	10.0	March 4, 2008	19
218534	Tri-Sprintec	Birth Control	"""I have been on sprintec since I was 16 and am now 18. Originally when I started taking tri sprintec I noticed myself being hungry and eating a lot of food in the middle of the night. I&#039;ve always been super thin and I still am because it only made me gain weight during the first six months of taking it then I worked out and burned it all off! I no longer gain weight and I&#039;ve had severe acne all my life since I was in elementary school and now I don&#039;t have a single pimple on my body!!!! I take it every morning consistently and it&#039;s been working great for me! I have unprotected sex with my boyfriend of a few years and it has protected me from getting pregnant. I highly recommend tri sprintec b/c symptoms during the first few months are normal."""	10.0	July 24, 2017	4
167241	Levonorgestrel	Abnormal Uterine Bleeding	"""I got my the mirena because I didn&#039;t want to have a hysterectomy, I have had it now bout 2yrs I will say that it stop the bleeding for me but it did cause me to gain like 20 pounds and is very painful  for me during Intercourse which I don&#039;t like about having this just glad not to be bleeding 20 days out of the month (very heavy). So I will say that it did what I expected just the weight gain ."""	5.0	May 14, 2016	2
40384	Savella	ibromyalgia	"""I have never been on any type of anti-depressant medication before and my rheumatologist recommended this drug because she thinks I have fibromyalgia. I having been taking this medication for approximately 40 days. I was okay in the beginning using the starter pack, but by the 3rd week, I had terrible heat flashes, quasi-headaches all day long, nausea and I constantly felt (still feel) that I have a urinary tract infection.  My doctor cut my dosage from 50mg 2xs a day to 25mg 2xs a day. I still have horrible heat flashes, nausea, and feelings of the UTI. It did help mentally in the beginning, but the side effects far outweigh the benefits. I&#039;m weening off and will try Pristiq."""	3.0	December 5, 2009	16
214611	Liothyronine	Underactive Thyroid	"""When I was first diagnoised the doctor gave me levothyroxine, which uses lactose as a binder for the chemicals.  I had a huge reaction to the pill.  I felt like I wanted to get out of my skin,  Bad stuff.  So I started taking the dessicated thyroid, which was much better and I have been on it for many years. Recently, one doctor changed to liothyroine .  I got huge headaches that would not go away no matter what I took.  In two days of taking the pills, I stopped taking it on my own and switched back to the one that I had been on for so long.  The dosage now has to be increased, but at least I will not get the headaches."""	1.0	May 15, 2016	8
197158	Paroxetine	Social Anxiety Disorde	"""I&#039;ve been on Paxil close to a week now. It took the doctor close to two month for me to agree to trying it. I tried everything to overcome my anxiety naturally and I really felt like I hit breaking point. Because I have two young children, I knew it was important that I gave this a go...even though I&#039;m in early days my mind seems content. I&#039;m still trying to get used to it though. After stressing about trivial stuff for so long its strange to feel that I have my life back."""	6.0	October 12, 2014	66
72291	Tramadol	Rheumatoid Arthritis	"""I broke my back in 2004 so I take tramadol for pain relief. It works extremely well for me one of my side effects is I get a burst of energy about an hour after I take it. """	9.0	January 18, 2013	47
186766	Benicar	High Blood Pressure	"""As of today, it&#039;s two weeks since I started taking Benicar 40/12.5mg.  Wow, what an experience.  I don&#039;t take any other medicines for ANYTHING.  I do take vitamins and supplements. My blood pressure now is so great that it helps me deal with the side effects better. I have lightheadedness, spontaneous increase in heart beats, light muscle aches all of these I didn&#039;t have before taking Benicar.  It took at least a week and a half for my system to adjust.  I&#039;ll continue on with it and hopefully after significant weight loss I will come off altogether.  Until then, I&#039;ll take the 123/75 blood pressure any day!"""	9.0	June 21, 2010	29
83448	Levocetirizine	Allergies	"""For allergies and allergic reactions this medication worked well. Benadryl had stopped being effective and Claritin has always been useless so I decided to give this a shot. I took it around 5 p.m. and within an hour the misery of the allergies was less and by morning I felt 100% better. Took the product for two weeks until whatever was triggering my allergies finally stopped. No side effects noticed while taking the medication (which for me is rare as I&#039;m allergic to nearly everything). No problems with interactions with heart medication either. Was well worth it."""	8.0	October 16, 2017	4
74306	Ethinyl estradiol / norethindrone	Birth Control	"""I&#039;m 16, I was on the Depo shot for 8 months but had crazy bleeding, switched to Loestrin. First 3 months were great, minimal bleeding/no periods. This is my 5th month and I&#039;m finally having periods (not complaining, takes the scare out of thinking I&#039;m pregnant). I started to have horrible cramps and I get super bloated about a week before I start. For the past week I&#039;ve been on verge of crying every 5 minutes. I have CRAZY mood swings. And I&#039;ve been slightly depressed. I can&#039;t handle it anymore and I&#039;m going to switch. """	5.0	August 29, 2010	7
113914	Amlodipine	High Blood Pressure	"""Hello everyone! I am now 35 years old, and it has almost been seven years since I started taking Amlodipine Besylate. I am still on the same dose of  5mgs daily since 2011. My BP is 125/72, but I have put on 60 lbs in the last two years. I do suffer from Graves Disease of the Thyroid. This is  not related to the medication. The point is, when I got down to 114 lbs, I actually stopped taking Amlodipine; my bp was normal. The weight loss was due to Graves Disease ( Hyperthyroidism). Then I had radiation treatment, gained weight now my bp is elevated again. I now started taking Amlodipine Besylate again, same dose since 2011. The only side effect I noticed is it makes me somewhat hypervigilant, but nothing to be concerned about."""	10.0	February 18, 2017	32
232064	Trazodone	Depression	"""I&#039;ve taken trazadone for about 6 years after a brain injury caused severe depression and anxiety.  I take 200mg (down from 300 mg) at night and it really helps me sleep.  I&#039;ve had no unpleasant side effects."""	10.0	September 5, 2008	157
